idno,ppltrst,happy,health,cgtsday,alcfreq,height,weight,gndr,yrbrn,polpartvt
946527,8,NA,Bad,NA,Every day,177,66,Female,1932," Venstre, Danmarks Liberale Parti"
946535,8,8,Good,NA,2-3 times a month,164,63,Female,1971, Socialdemokraterne
946569,Most people can be trusted,9,Bad,NA,Several times a week,180,69,Female,1963, Socialdemokraterne
946585,8,Extremely happy,Good,NA,Several times a week,168,58,Female,1963, Socialdemokraterne
946616,8,8,Very good,NA,Less than once a month,167,114,Female,1964, Dansk Folkeparti
946624,8,8,Fair,NA,Several times a week,178,76,Male,1970, Andet
946658,7,6,Very good,NA,Several times a week,182,76,Male,1990, Det Radikale Venstre
946666,7,9,Good,6,Less than once a month,160,65,Female,1982, SF Socialistisk Folkeparti
946682,8,8,Good,NA,Once a month,188,95,Male,1974," Venstre, Danmarks Liberale Parti"
946690,5,8,Very good,20,Several times a week,179,82,Male,1963, Dansk Folkeparti
946721,7,9,Very good,NA,Once a week,165,61,Female,1985, Det Radikale Venstre
946747,3,8,Good,NA,Several times a week,168,76,Male,1938, Dansk Folkeparti
946755,Most people can be trusted,9,Good,NA,Once a week,180,115,Male,1977,[NA] Not applicable
946797,9,8,Good,NA,Several times a week,186,75,Male,1991, Socialdemokraterne
946810,5,8,Very good,NA,Once a week,180,78,Male,1989, Dansk Folkeparti
946828,5,9,Very good,NA,Once a week,165,68,Male,1933, Det Radikale Venstre
946836,8,8,Very good,NA,Several times a week,171,95,Female,1952, SF Socialistisk Folkeparti
946852,8,Extremely happy,Very good,NA,Several times a week,175,85,Female,1967,[NA] Not applicable
946886,4,6,Good,NA,Once a month,188,95,Male,1993,[NA] Not applicable
946917,8,9,Good,NA,2-3 times a month,185,97,Male,1983, Socialdemokraterne
946925,8,8,Good,NA,Once a week,165,73,Female,1955,[NA] Refusal
946933,6,7,Fair,20,Several times a week,170,85,Female,1956, SF Socialistisk Folkeparti
946959,9,9,Very good,NA,Less than once a month,185,97,Male,1973, Socialdemokraterne
946967,You can't be too careful,8,Fair,NA,Every day,160,45,Female,1941, Dansk Folkeparti
946975,8,9,Fair,NA,Once a week,178,76,Male,1963, Socialdemokraterne
947010,8,7,Fair,NA,Several times a week,174,80,Male,1955," Venstre, Danmarks Liberale Parti"
947028,7,8,Good,NA,Once a week,175,103,Male,1985, Andet
947060,5,9,Very good,20,Several times a week,190,96,Male,1984, Dansk Folkeparti
947078,7,9,Fair,NA,Several times a week,166,58,Female,1964, Det Radikale Venstre
947086,8,7,Very good,NA,Once a week,186,84,Male,1964, Socialdemokraterne
947117,7,9,Very good,NA,2-3 times a month,170,71,Female,1963," Venstre, Danmarks Liberale Parti"
947141,8,9,Good,NA,Once a month,165,74,Female,1973,[NA] Don't know
947159,6,7,Very good,NA,Less than once a month,171,67,Male,1994,[NA] Not applicable
947167,8,Extremely happy,Good,NA,Never,173,78,Female,1957, Enhedslisten
947214,Most people can be trusted,9,Good,NA,Less than once a month,178,57,Female,1986, SF Socialistisk Folkeparti
947230,7,8,Very good,NA,2-3 times a month,162,59,Female,1968, Socialdemokraterne
947248,Most people can be trusted,Extremely happy,Very good,NA,2-3 times a month,169,61,Female,1977, Socialdemokrat
947256,9,6,Very good,NA,Several times a week,170,73,Female,1948, Enhedslisten
947272,5,4,Fair,NA,Several times a week,182,54,Male,1990, SF Socialistisk Folkeparti
947280,3,6,Good,NA,2-3 times a month,183,82,Male,1981,[NA] Not applicable
947303,7,9,Good,NA,Less than once a month,173,59,Female,1999,[NA] Not applicable
947329,8,7,Fair,NA,Once a week,177,65,Male,1952, Dansk Folkeparti
947337,Most people can be trusted,8,Good,NA,2-3 times a month,160,59,Female,1945, Socialdemokrat
947345,8,9,Good,10,Once a week,174,104,Male,1984, Liberal Alliance
947379,8,9,Good,NA,Once a week,176,70,Male,1979, Det Radikale Venstre
947395,5,8,Fair,NA,Once a week,183,87,Male,1949, Socialdemokraterne
947400,7,9,Very good,NA,2-3 times a month,174,65,Male,1997,[NA] Not applicable
947450,9,8,Very good,NA,2-3 times a month,160,57,Female,1981," Venstre, Danmarks Liberale Parti"
947476,Most people can be trusted,9,Fair,NA,Less than once a month,184,87,Female,1939,Konservative
947484,3,Extremely happy,Fair,NA,Once a month,160,78,Female,1964,[NA] Don't know
947492,8,9,Good,NA,Once a week,165,61,Female,1954, Det Radikale Venstre
947507,3,Extremely happy,Very good,NA,Every day,172,80,Male,1935, Enhedslisten
947515,Most people can be trusted,9,Good,5,Several times a week,172,62,Female,1958," Venstre, Danmarks Liberale Parti"
947523,Most people can be trusted,Extremely happy,Good,NA,Once a week,170,72,Male,1927, Socialdemokraterne
947557,8,8,Fair,NA,Less than once a month,159,108,Female,1980,[NA] Don't know
947565,9,8,Good,NA,Several times a week,175,75,Male,1955, Socialdemokrat
947612,7,8,Very good,3,Once a week,165,58,Female,1940," Venstre, Danmarks Liberale Parti"
947638,Most people can be trusted,9,Good,NA,Several times a week,168,63,Female,1936, SF Socialistisk Folkeparti
947646,Most people can be trusted,9,Very good,NA,Less than once a month,173,69,Female,1973, Enhedslisten
947662,9,8,Very good,NA,2-3 times a month,182,65,Male,1968, SF Socialistisk Folkeparti
947719,8,7,Fair,NA,Once a week,180,101,Male,1951, Socialdemokrat
947735,7,8,Very good,NA,2-3 times a month,175,77,Male,1972," Venstre, Danmarks Liberale Parti"
947751,6,8,Bad,NA,Every day,176,66,Male,1954, Dansk Folkeparti
947769,8,9,Fair,NA,Several times a week,176,110,Female,1959," Venstre, Danmarks Liberale Parti"
947793,5,7,Fair,NA,Once a month,179,58,Male,1999,[NA] Not applicable
947808,9,7,Very good,20,Once a week,169,57,Female,1957, Socialdemokraterne
947816,5,7,Fair,NA,Once a week,175,71,Female,1948, Dansk Folkeparti
947840,9,9,Very good,NA,Once a week,185,86,Male,1995,[NA] Not applicable
947858,8,9,Very good,NA,Several times a week,181,71,Male,1992, Det Radikale Venstre
947874,9,9,Good,NA,Once a week,184,89,Male,1985, Enhedslisten
947882,7,7,Very good,NA,2-3 times a month,164,68,Female,1973, Socialdemokraterne
947890,7,Extremely happy,Very good,NA,Once a month,167,56,Female,1996,[NA] Not applicable
947905,4,9,Very good,NA,Several times a week,177,95,Male,1976," Venstre, Danmarks Liberale Parti"
947921,7,8,Good,NA,Less than once a month,169,63,Female,1980, Det Radikale Venstre
947947,7,8,Fair,NA,Once a week,161,69,Female,1943," Venstre, Danmarks Liberale Parti"
947971,Most people can be trusted,7,Bad,3,Once a week,165,80,Male,1932," Venstre, Danmarks Liberale Parti"
947989,7,8,Very good,15,Once a week,193,90.3,Male,1959, Liberal Alliance
947997,9,Extremely happy,Good,4,2-3 times a month,168,56,Female,1997,[NA] Not applicable
948016,7,7,Fair,8,Less than once a month,165,53,Female,1965," Venstre, Danmarks Liberale Parti"
948074,5,8,Good,NA,Once a week,165,68,Female,1995,[NA] Not applicable
948082,5,8,Fair,3,Once a week,180,89,Male,1947,[NA] Refusal
948113,Most people can be trusted,Extremely happy,Fair,3,Once a week,167,79,Female,1983," Venstre, Danmarks Liberale Parti"
948121,8,9,Good,NA,Several times a week,178,93,Male,1941, SF Socialistisk Folkeparti
948189,7,Extremely happy,Good,5,2-3 times a month,176,88,Male,1990, Det Radikale Venstre
948197,9,8,Good,NA,Several times a week,182,86,Male,1961, Det Radikale Venstre
948202,9,Extremely happy,Fair,NA,Once a week,168,62,Female,1955, Socialdemokrat
948244,7,5,Very good,NA,Once a week,167,59,Female,1998,[NA] Not applicable
948286,7,9,Very good,NA,2-3 times a month,157,55,Female,1993,[NA] Not applicable
948294,Most people can be trusted,Extremely happy,Very good,NA,Less than once a month,182,117,Female,1968, Det Radikale Venstre
948333,8,9,Fair,NA,Less than once a month,162,73,Male,1934, Dansk Folkeparti
948341,7,8,Fair,NA,Never,177,68,Male,1963, Socialdemokrat
948359,8,Extremely happy,Fair,NA,Once a week,177,75,Male,1928," Venstre, Danmarks Liberale Parti"
948375,6,9,Very good,NA,Once a week,169,91,Male,1951, SF Socialistisk Folkeparti
948383,8,Extremely happy,Good,NA,Once a week,173,72,Female,1958, Socialdemokrat
948391,7,7,Good,NA,Less than once a month,176,63,Female,1995,[NA] Not applicable
948406,7,8,Fair,NA,2-3 times a month,176,58,Male,1949," Venstre, Danmarks Liberale Parti"
948414,7,8,Good,NA,Less than once a month,168,NA,Female,1974, Socialdemokraterne
948422,3,7,Good,NA,Less than once a month,166,65,Female,1991, Dansk Folkeparti
948448,8,7,Fair,NA,Several times a week,185,95,Male,1957,[NA] Not applicable
948456,8,9,Very good,NA,Less than once a month,170,80,Female,1975, SF Socialistisk Folkeparti
948472,8,8,Good,NA,Once a month,171,56,Female,1977, Enhedslisten
948480,8,Extremely happy,Very good,NA,2-3 times a month,168,80,Male,1966, Det Konservative Folkeparti
948529,8,9,Very good,NA,2-3 times a month,181,78,Female,1972, SF Socialistisk Folkeparti
948545,7,7,Good,NA,2-3 times a month,168,64,Female,1953, Enhedslisten
948595,8,Extremely happy,Good,NA,Several times a week,178,92,Male,1947, Dansk Folkeparti
948600,3,7,Good,NA,2-3 times a month,185,90,Male,1965," Venstre, Danmarks Liberale Parti"
948618,4,8,Good,NA,Never,166,73,Female,1997,[NA] Not applicable
948650,8,Extremely happy,Very good,NA,Every day,182,83.3,Male,1949, Dansk Folkeparti
948676,7,8,Fair,NA,Once a month,174,82,Female,1965,[NA] Don't know
948715,9,6,Very good,NA,Once a week,198,84,Male,1993, Liberal Alliance
948731,8,8,Good,NA,2-3 times a month,175,60,Female,1974, Socialdemokraterne
948757,7,8,Very good,NA,Once a week,188,80,Male,1965, Dansk Folkeparti
948765,5,8,Very good,NA,Less than once a month,153,57,Female,1950, Socialdemokraterne
948781,8,2,Very bad,NA,Never,150,57,Female,1959, Enhedslisten
948838,8,7,Good,NA,Several times a week,185,83,Male,1972, SF Socialistisk Folkeparti
948846,5,7,Good,NA,2-3 times a month,159,60,Female,1997,[NA] Not applicable
948854,2,6,Very good,15,2-3 times a month,175,64,Male,1964,[NA] Not applicable
948896,9,8,Good,NA,Several times a week,168,70,Female,1959, Socialdemokraterne
948901,7,Extremely happy,Good,40,Every day,180,83,Male,1970," Venstre, Danmarks Liberale Parti"
948919,8,9,Good,NA,Never,160,72,Female,1965,[NA] Not applicable
948927,8,8,Very good,NA,Once a week,180,74,Male,1960," Venstre, Danmarks Liberale Parti"
948943,4,8,Good,NA,Several times a week,172,71,Female,1938, Dansk Folkeparti
948993,8,7,Good,NA,Once a week,164,58,Female,1956," Venstre, Danmarks Liberale Parti"
949004,6,9,Very good,10,Several times a week,180,65,Male,1963," Venstre, Danmarks Liberale Parti"
949012,8,Extremely happy,Good,NA,Several times a week,186,93,Male,1939, Liberal Alliance
949020,8,6,Good,NA,Once a week,178,66,Male,1962," Venstre, Danmarks Liberale Parti"
949046,7,8,Good,NA,2-3 times a month,183,75,Male,1981, Socialdemokrat
949054,9,Extremely happy,Very good,NA,2-3 times a month,166,71,Female,1939," Venstre, Danmarks Liberale Parti"
949070,5,9,Very good,NA,2-3 times a month,167,95,Female,1983, Liberal Alliance
949096,4,5,Very good,NA,Less than once a month,186,73,Male,1979," Venstre, Danmarks Liberale Parti"
949119,9,9,Very good,NA,Once a week,165,65,Female,1954, Socialdemokraterne
949135,8,5,Good,NA,Several times a week,167,55,Female,1978, Det Radikale Venstre
949143,8,8,Good,NA,2-3 times a month,172,62,Female,1972," Venstre, Danmarks Liberale Parti"
949185,7,9,Fair,NA,Every day,183,93,Male,1946," Venstre, Danmarks Liberale Parti"
949193,8,9,Good,NA,Several times a week,186,82,Male,1993,[NA] Not applicable
949208,7,9,Fair,NA,Less than once a month,178,73,Male,1994,[NA] Don't know
949216,7,8,Very good,NA,Once a month,180,69,Male,1994,[NA] Not applicable
949224,7,Extremely happy,Fair,NA,2-3 times a month,161,86,Female,1941, Socialdemokraterne
949258,8,9,Good,8,Every day,172,76,Male,1943, Dansk Folkeparti
949274,8,7,Very good,NA,Several times a week,168,72,Female,1974, Det Konservative Folkeparti
949305,9,Extremely happy,Fair,NA,Less than once a month,160,80,Female,1939, Socialdemokraterne
949313,Most people can be trusted,Extremely happy,Good,NA,Several times a week,178,74,Male,1988,[NA] Not applicable
949321,8,Extremely happy,Very good,1,2-3 times a month,176,77,Female,1972, Det Radikale Venstre
949339,7,Extremely happy,Good,NA,Every day,181,77,Male,1930, Socialdemokrat
949363,8,9,Very good,5,Once a week,165,63,Female,1952, Det Radikale Venstre
949389,8,Extremely happy,Good,NA,2-3 times a month,164,60,Female,1927, Socialdemokraterne
949397,7,8,Very good,NA,2-3 times a month,176,67,Male,1942, Dansk Folkeparti
949436,8,9,Good,10,2-3 times a month,160,83,Female,1967, Enhedslisten
949444,9,8,Very good,NA,Once a month,165,58,Female,1965, Enhedslisten
949486,8,8,Good,NA,Once a week,164,75,Female,1962, Enhedslisten
949494,7,7,Good,NA,Never,161,82,Female,1994,[NA] Not applicable
949509,9,9,Good,NA,Several times a week,192,76,Male,1989, Enhedslisten
949517,7,8,Very good,NA,Less than once a month,165,90,Female,1947, SF Socialistisk Folkeparti
949541,8,8,Fair,NA,Less than once a month,172,110,Female,1958, Enhedslisten
949583,7,4,Fair,NA,Once a week,165,NA,Female,1958, Socialdemokraterne
949591,9,9,Very good,NA,Once a week,180,94,Male,1971, Det Radikale Venstre
949606,4,Extremely happy,Very good,NA,Less than once a month,170,130,Female,1993,[NA] Don't know
949614,8,8,Very good,NA,Several times a week,186,90,Male,1934, Dansk Folkeparti
949622,8,9,Very good,NA,2-3 times a month,167,95,Female,1955, Socialdemokrat
949630,7,8,Very good,10,Several times a week,168,55,Female,1995,[NA] Not applicable
949648,6,9,Bad,NA,Several times a week,195,110,Male,1980, Dansk Folkeparti
949680,8,9,Fair,NA,Every day,174,81,Male,1936, Socialdemokraterne
949703,7,9,Very good,NA,Once a week,186,89,Male,1969," Venstre, Danmarks Liberale Parti"
949711,5,8,Good,NA,Once a month,165,88,Male,1927, Dansk Folkeparti
949745,6,8,Very good,NA,Several times a week,190,83,Male,1957, SF Socialistisk Folkeparti
949779,7,Extremely happy,Good,NA,Several times a week,178,84.2,Male,1933, Liberal Alliance
949787,9,8,Very good,20,Once a week,176,58,Female,1967, Det Konservative Folkeparti
949800,8,9,Good,5,Once a week,173,78,Female,1958, Det Radikale Venstre
949826,Most people can be trusted,9,Very good,NA,2-3 times a month,184,82,Male,1962, Det Radikale Venstre
949868,8,9,Fair,15,2-3 times a month,174,NA,Female,1971, Dansk Folkeparti
949876,7,Extremely happy,Very good,NA,2-3 times a month,194,NA,Male,1995,[NA] Not applicable
949892,6,3,Fair,20,Every day,174,92,Male,1964,[NA] Not applicable
949907,7,8,Very good,NA,Several times a week,180,80,Male,1942," Venstre, Danmarks Liberale Parti"
949915,9,9,Very good,NA,Several times a week,176,86,Male,1944, Det Radikale Venstre
949923,4,7,Good,NA,2-3 times a month,172,67,Female,1975, Socialdemokraterne
949931,7,Extremely happy,Fair,NA,Once a week,160,72,Female,1924," Venstre, Danmarks Liberale Parti"
949981,7,Extremely happy,Very good,NA,Several times a week,170,80,Male,1946, Dansk Folkeparti
949999,8,4,Good,NA,Several times a week,200,88,Male,1994,[NA] Not applicable
950037,5,9,Good,NA,Once a week,172,110,Male,1944, Dansk Folkeparti
950053,7,Extremely happy,Good,NA,Several times a week,175,70,Female,1959, Det Radikale Venstre
950061,7,Extremely happy,Very good,1,Once a week,183,70,Male,1995,[NA] Not applicable
950079,6,9,Very good,NA,Never,172,76,Male,1973, Dansk Folkeparti
950095,8,9,Good,NA,Every day,180,85,Male,1947, Dansk Folkeparti
950118,8,8,Good,NA,Several times a week,165,NA,Female,1965, Enhedslisten
950134,9,9,Very good,NA,Less than once a month,170,52,Female,1960, Socialdemokrat
950150,6,8,Good,NA,Several times a week,186,80,Male,1956, Det Konservative Folkeparti
950184,8,8,Fair,20,2-3 times a month,167,109,Female,1960, Enhedslisten
950192,9,8,Very good,NA,Several times a week,185,92,Male,1990," Venstre, Danmarks Liberale Parti"
950249,8,7,Good,7,Several times a week,190,89,Male,1956," Venstre, Danmarks Liberale Parti"
950273,2,7,Fair,NA,Less than once a month,174,60,Female,1980, Dansk Folkeparti
950304,Most people can be trusted,Extremely happy,Very good,NA,Several times a week,172,50,Female,1940, Det Konservative Folkeparti
950320,7,Extremely happy,Good,NA,Once a week,185,96,Male,1960, Det Radikale Venstre
950346,7,9,Good,NA,Several times a week,156,60,Female,1955, Dansk Folkeparti
950354,8,9,Very good,NA,Every day,170,66,Male,1945, Socialdemokrat
950362,4,9,Good,NA,Once a month,176,68,Male,1979," Venstre, Danmarks Liberale Parti"
950427,5,7,Fair,23,Every day,192,117,Male,1964,[NA] Not applicable
950443,5,9,Very good,NA,Once a week,195,87,Male,1995,[NA] Not applicable
950469,7,8,Good,NA,Several times a week,164,84,Female,1945, Socialdemokraterne
950477,8,8,Good,NA,2-3 times a month,180,90,Male,1942," Venstre, Danmarks Liberale Parti"
950493,5,9,Good,NA,Once a week,183,86,Male,1955, Socialdemokrat
950508,7,8,Very good,NA,Once a week,173,75,Male,1966," Venstre, Danmarks Liberale Parti"
950516,3,Extremely happy,Very good,NA,2-3 times a month,168,75,Female,1942," Venstre, Danmarks Liberale Parti"
